Year,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W,L,W/L%,GB,PS/G,PA/G,SRS
2013,Utah Jazz,82,242.4,37.1,81.8,.454,6.2,16.9,.366,31.0,64.9,.477,17.5,23.0,.764,12.1,30.0,42.0,22.7,8.4,6.3,14.8,21.3,98.0,43,39,.524,17.0,98.0,98.1,0.30
2013,Atlanta Hawks,82,242.1,37.6,81.0,.464,8.6,23.2,.371,29.0,57.8,.501,14.1,19.7,.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0,44,38,.537,22.0,98.0,97.5,-0.08
2013,Portland Trail Blazers,82,242.1,36.7,81.9,.448,8.2,23.2,.353,28.5,58.7,.486,15.9,20.5,.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5,33,49,.402,27.0,97.5,100.7,-2.53
2013,Toronto Raptors,82,243.7,36.3,81.5,.446,7.0,20.3,.343,29.4,61.2,.480,17.6,22.3,.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2,34,48,.415,20.0,97.2,98.7,-1.96
2013,Brooklyn Nets,82,242.1,35.9,79.8,.450,7.7,21.5,.357,28.2,58.3,.484,17.5,23.9,.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9,49,33,.598,5.0,96.9,95.1,1.25
2013,Cleveland Cavaliers,82,240.6,36.5,84.2,.434,6.7,19.3,.346,29.8,64.9,.460,16.8,22.3,.756,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5,24,58,.293,25.5,96.5,101.2,-4.87
2013,Minnesota Timberwolves,82,240.6,35.9,81.7,.439,5.5,18.0,.305,30.4,63.7,.477,18.5,24.9,.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,95.7,31,51,.378,29.0,95.7,98.1,-1.83
2013,Boston Celtics,81,244.9,37.0,79.7,.465,6.1,17.2,.358,30.9,62.6,.494,16.3,21.0,.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5,41,40,.506,12.5,96.5,96.7,-0.62
2013,Phoenix Suns,82,241.5,37.3,84.4,.443,5.9,17.7,.330,31.5,66.6,.473,14.7,19.7,.744,11.7,29.9,41.6,22.6,8.0,5.3,15.6,20.6,95.2,25,57,.305,31.0,95.2,101.6,-5.75
2013,Detroit Pistons,82,241.5,36.3,81.0,.449,6.3,17.6,.356,30.1,63.4,.474,15.9,22.8,.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,29,53,.354,20.5,94.9,98.8,-4.33
2013,Orlando Magic,82,241.2,37.7,84.2,.448,6.2,18.7,.329,31.5,65.5,.482,12.5,16.6,.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,94.1,20,62,.244,46.0,94.1,101.1,-7.12
2013,New Orleans Hornets,82,241.2,36.0,80.4,.448,6.5,18.0,.363,29.5,62.4,.473,15.5,20.0,.776,12.0,29.6,41.6,21.0,6.3,5.4,14.5,20.4,94.1,27,55,.329,31.0,94.1,97.9,-3.12
2013,Indiana Pacers,81,241.9,35.1,80.6,.436,6.9,19.7,.347,28.3,60.8,.465,17.6,23.6,.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7,49,32,.605,—,94.7,90.7,3.34
2013,Charlotte Bobcats,82,241.5,34.4,81.1,.425,5.7,17.1,.335,28.7,64.0,.448,18.9,25.1,.750,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,21,61,.256,45.0,93.4,102.7,-9.29
2013,Memphis Grizzlies,82,241.5,36.1,81.5,.444,4.7,13.5,.345,31.5,68.0,.463,16.5,21.3,.773,12.9,29.8,42.7,20.9,8.6,5.3,14.0,20.2,93.4,56,26,.683,2.0,93.4,89.3,4.32
2013,Washington Wizards,82,242.1,35.5,81.6,.435,6.6,18.2,.365,28.8,63.4,.455,15.6,21.3,.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2,29,53,.354,37.0,93.2,95.8,-2.78
2013,Chicago Bulls,82,241.8,35.7,81.7,.437,5.4,15.4,.353,30.2,66.3,.456,16.4,21.2,.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,45,37,.549,4.5,93.2,92.9,-0.02
2013,Philadelphia 76ers,82,240.9,37.3,84.1,.444,6.3,17.5,.360,31.0,66.5,.466,12.2,16.8,.729,10.9,30.4,41.3,22.8,7.4,4.7,13.0,18.4,93.2,34,48,.415,20.0,93.2,96.5,-3.51
2014,Los Angeles Clippers,82,240.9,39.1,82.5,.474,8.5,24.0,.352,30.7,58.5,.525,21.2,29.1,.730,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,107.9,57,25,.695,—,107.9,101.0,7.27
2014,Houston Rockets,82,241.8,38.0,80.5,.472,9.5,26.6,.358,28.5,54.0,.529,22.1,31.1,.712,11.2,34.1,45.3,21.4,7.6,5.6,16.1,20.4,107.7,54,28,.659,8.0,107.7,103.1,5.06
2014,Minnesota Timberwolves,82,242.1,38.9,87.5,.444,7.3,21.4,.341,31.6,66.1,.478,21.8,28.1,.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,106.9,40,42,.488,19.0,106.9,104.3,3.10
2014,Portland Trail Blazers,82,242.1,39.1,87.0,.450,9.4,25.3,.372,29.7,61.7,.481,19.1,23.5,.815,12.5,34.0,46.4,23.2,5.5,4.7,13.7,19.2,106.7,54,28,.659,5.0,106.7,102.8,4.44
2014,Oklahoma City Thunder,82,241.5,39.0,82.7,.471,8.1,22.4,.361,30.9,60.3,.512,20.2,25.0,.806,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,106.2,59,23,.720,—,106.2,99.8,6.66
2014,San Antonio Spurs,82,240.9,40.6,83.5,.486,8.5,21.4,.397,32.0,62.0,.517,15.7,20.0,.785,9.3,34.0,43.3,25.2,7.4,5.1,14.4,18.2,105.4,62,20,.756,—,105.4,97.6,8.00
2014,Phoenix Suns,82,240.9,38.7,83.5,.463,9.3,25.1,.372,29.4,58.4,.503,18.5,24.4,.758,11.3,31.7,43.0,19.1,8.4,4.6,15.3,21.9,105.2,48,34,.585,9.0,105.2,102.6,3.02
2014,Dallas Mavericks,82,241.8,39.6,83.6,.474,8.8,22.9,.384,30.8,60.7,.508,16.8,21.1,.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8,49,33,.598,13.0,104.8,102.4,2.91
2014,Denver Nuggets,82,240.9,38.4,85.9,.447,8.6,23.9,.358,29.8,62.0,.481,19.1,26.3,.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,104.4,36,46,.439,23.0,104.4,106.5,-1.40
2014,Golden State Warriors,82,241.8,39.5,85.4,.462,9.4,24.8,.380,30.0,60.6,.496,15.9,21.1,.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,104.3,51,31,.622,6.0,104.3,99.5,5.15
2014,Los Angeles Lakers,82,240.3,38.3,85.1,.450,9.4,24.8,.381,28.8,60.3,.478,17.0,22.4,.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,103.0,27,55,.329,30.0,103.0,109.2,-5.33
2014,Miami Heat,82,242.4,38.3,76.5,.501,8.1,22.3,.364,30.2,54.2,.558,17.5,23.0,.760,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,102.2,54,28,.659,—,102.2,97.4,4.15
2014,Toronto Raptors,82,243.4,36.5,81.9,.445,8.7,23.4,.372,27.8,58.5,.475,19.6,25.1,.782,11.4,31.1,42.5,21.2,7.0,4.2,14.1,23.0,101.3,48,34,.585,—,101.3,98.0,2.55
2014,Detroit Pistons,82,241.2,38.8,86.9,.447,6.2,19.3,.321,32.6,67.6,.483,17.3,25.7,.670,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,29,53,.354,27.0,101.0,104.7,-4.13
2014,Atlanta Hawks,82,241.8,37.3,81.6,.458,9.4,25.8,.363,28.0,55.8,.502,17.0,21.7,.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0,38,44,.463,16.0,101.0,101.5,-0.88
2014,Washington Wizards,82,244.6,38.7,84.4,.459,7.9,20.8,.380,30.9,63.6,.485,15.3,20.9,.731,10.8,31.4,42.2,23.3,8.1,4.6,14.7,20.4,100.7,44,38,.537,10.0,100.7,99.4,0.48
2014,Sacramento Kings,82,241.8,36.9,82.5,.447,6.0,18.0,.333,30.9,64.5,.479,20.7,27.3,.759,12.1,32.4,44.5,18.9,7.2,3.9,15.2,22.5,100.5,28,54,.341,29.0,100.5,103.4,-2.08
2014,New Orleans Pelicans,82,242.1,37.8,82.5,.459,5.9,15.9,.373,31.9,66.6,.479,18.2,23.6,.769,11.4,30.3,41.7,21.3,7.9,6.4,13.8,22.6,99.7,34,48,.415,28.0,99.7,102.4,-1.98
2014,Philadelphia 76ers,82,242.1,37.9,87.2,.435,7.0,22.5,.312,30.9,64.7,.477,16.6,23.4,.710,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.5,19,63,.232,29.0,99.5,109.9,-10.66
2014,New York Knicks,82,242.1,36.9,82.2,.449,9.3,24.9,.372,27.7,57.3,.482,15.5,20.4,.761,10.6,29.7,40.3,20.0,7.7,4.5,13.0,22.1,98.6,37,45,.451,11.0,98.6,99.4,-1.40
2014,Brooklyn Nets,82,242.4,35.7,77.9,.459,8.6,23.4,.369,27.1,54.5,.497,18.4,24.4,.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5,44,38,.537,4.0,98.5,99.5,-1.58
2014,Cleveland Cavaliers,82,243.0,37.0,84.8,.437,7.1,20.0,.356,29.9,64.8,.461,17.0,22.7,.751,12.1,32.1,44.1,21.2,7.1,3.7,14.2,20.0,98.2,33,49,.402,23.0,98.2,101.5,-3.86
2014,Charlotte Bobcats,82,242.7,36.3,82.1,.442,6.3,17.9,.351,30.0,64.1,.468,18.0,24.4,.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9,43,39,.524,11.0,96.9,97.1,-0.89
2014,Indiana Pacers,82,241.2,36.0,80.2,.449,6.7,18.8,.357,29.3,61.4,.477,18.1,23.3,.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,96.7,56,26,.683,—,96.7,92.3,3.63
2014,Orlando Magic,82,243.4,36.9,82.7,.445,6.9,19.5,.353,30.0,63.3,.474,15.9,20.9,.763,9.7,32.4,42.0,21.0,7.7,4.3,14.9,20.5,96.5,23,59,.280,31.0,96.5,102.0,-5.88
2014,Boston Celtics,82,240.6,36.5,83.9,.435,7.0,21.1,.333,29.5,62.9,.470,16.2,20.8,.777,12.0,30.5,42.5,21.0,7.1,4.2,15.4,21.3,96.2,25,57,.305,23.0,96.2,100.7,-4.97
2014,Memphis Grizzlies,82,241.5,38.1,82.0,.464,4.9,14.0,.353,33.1,68.0,.487,15.1,20.3,.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,96.1,50,32,.610,12.0,96.1,94.6,2.18
2014,Milwaukee Bucks,82,242.4,36.0,82.2,.438,6.7,18.9,.353,29.3,63.2,.464,16.8,22.5,.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,95.5,15,67,.183,41.0,95.5,103.7,-8.41
2014,Utah Jazz,82,241.2,36.0,81.1,.444,6.6,19.2,.344,29.4,61.9,.474,16.4,22.0,.747,11.0,30.2,41.2,20.3,7.0,4.5,14.6,20.7,95.0,25,57,.305,34.0,95.0,102.2,-6.27
2014,Chicago Bulls,82,243.0,34.7,80.2,.432,6.2,17.8,.348,28.5,62.4,.456,18.1,23.3,.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7,48,34,.585,8.0,93.7,91.8,1.20
2015,Golden State Warriors,82,240.6,41.6,87.0,.478,10.8,27.0,.398,30.8,60.0,.514,16.0,20.8,.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0,67,15,.817,—,110.0,99.9,10.01
2015,Los Angeles Clippers,82,240.6,39.4,83.3,.473,10.1,26.9,.376,29.3,56.4,.519,17.9,25.2,.710,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7,56,26,.683,11.0,106.7,100.1,6.80
2015,Dallas Mavericks,82,242.4,39.7,85.8,.463,8.9,25.4,.352,30.8,60.4,.509,16.9,22.5,.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,50,32,.610,6.0,105.2,102.3,3.36
2015,Toronto Raptors,82,242.1,37.9,83.3,.455,8.9,25.1,.352,29.0,58.2,.499,19.3,24.6,.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0,49,33,.598,—,104.0,100.9,2.45
2015,Oklahoma City Thunder,82,241.8,38.8,86.8,.447,7.7,22.7,.339,31.1,64.1,.486,18.6,24.6,.754,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,104.0,45,37,.549,6.0,104.0,101.8,2.47
2015,Houston Rockets,82,241.5,37.0,83.3,.444,11.4,32.7,.348,25.6,50.6,.506,18.6,26.0,.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9,56,26,.683,—,103.9,100.5,3.82
2015,San Antonio Spurs,82,243.4,39.1,83.6,.468,8.3,22.5,.367,30.9,61.1,.505,16.7,21.4,.780,9.8,33.8,43.6,24.4,8.0,5.4,14.0,19.1,103.2,55,27,.671,1.0,103.2,97.0,6.34
2015,Cleveland Cavaliers,82,241.2,37.7,82.2,.458,10.1,27.5,.367,27.6,54.7,.504,17.7,23.6,.751,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,53,29,.646,—,103.1,98.7,4.08
2015,Portland Trail Blazers,82,242.1,38.7,86.0,.450,9.8,27.2,.362,28.9,58.8,.491,15.5,19.4,.801,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,51,31,.622,—,102.8,98.6,4.41
2015,Atlanta Hawks,82,240.6,38.1,81.7,.466,10.0,26.2,.380,28.1,55.5,.506,16.5,21.2,.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,60,22,.732,—,102.5,97.1,4.75
2015,Phoenix Suns,82,242.4,38.8,85.8,.452,8.5,25.0,.341,30.2,60.9,.497,16.4,21.5,.760,10.9,32.2,43.2,20.2,8.5,4.7,15.1,21.3,102.4,39,43,.476,28.0,102.4,103.3,-0.38
2015,Denver Nuggets,82,242.4,37.8,87.3,.433,8.0,24.8,.325,29.7,62.5,.476,17.8,24.3,.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5,30,52,.366,21.0,101.5,105.0,-3.07
2015,Boston Celtics,82,242.4,38.9,87.9,.443,8.0,24.6,.327,30.9,63.3,.488,15.4,20.5,.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4,40,42,.488,9.0,101.4,101.2,-0.40
2015,Sacramento Kings,82,242.1,36.7,80.7,.455,5.6,16.5,.341,31.1,64.2,.484,22.3,29.3,.762,10.9,33.3,44.2,20.3,6.7,4.0,16.3,20.7,101.3,29,53,.354,38.0,101.3,105.0,-3.07
2015,Chicago Bulls,82,242.4,36.6,82.9,.442,7.9,22.3,.353,28.7,60.6,.474,19.7,25.2,.783,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8,50,32,.610,3.0,100.8,97.8,2.54
2015,New Orleans Pelicans,82,241.2,37.9,82.9,.457,7.1,19.3,.370,30.8,63.6,.484,16.4,21.8,.751,11.5,32.0,43.5,22.0,6.7,6.2,13.3,18.7,99.4,45,37,.549,11.0,99.4,98.6,1.13
2015,Washington Wizards,82,243.4,38.3,82.8,.462,6.1,16.8,.360,32.2,66.0,.488,15.9,21.4,.742,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,98.5,46,36,.561,14.0,98.5,97.8,0.17
2015,Detroit Pistons,82,241.8,37.1,85.8,.432,8.6,24.9,.344,28.5,60.9,.468,15.8,22.4,.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,32,50,.390,21.0,98.5,99.5,-1.39
2015,Los Angeles Lakers,82,243.0,37.2,85.6,.435,6.5,18.9,.344,30.8,66.8,.461,17.5,23.6,.741,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,98.5,21,61,.256,46.0,98.5,105.3,-6.17
2015,Memphis Grizzlies,82,242.7,37.8,82.5,.458,5.2,15.2,.339,32.6,67.3,.485,17.6,22.8,.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3,55,27,.671,1.0,98.3,95.1,3.62
2015,Brooklyn Nets,82,243.0,37.4,83.0,.451,6.6,19.9,.331,30.8,63.1,.489,16.6,22.2,.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0,38,44,.463,11.0,98.0,100.9,-3.13
2015,Milwaukee Bucks,82,243.0,37.6,82.0,.459,6.6,18.3,.363,31.0,63.7,.486,16.0,21.1,.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8,41,41,.500,12.0,97.8,97.4,-0.09
2015,Minnesota Timberwolves,82,241.5,36.4,83.2,.438,5.0,14.9,.332,31.5,68.3,.461,20.0,25.7,.776,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,97.8,16,66,.195,35.0,97.8,106.5,-8.00
2015,Indiana Pacers,82,242.1,36.6,83.2,.439,7.5,21.2,.352,29.1,62.0,.469,16.7,22.2,.756,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3,38,44,.463,15.0,97.3,97.0,-0.23
2015,Orlando Magic,82,240.9,37.5,82.8,.453,6.8,19.5,.347,30.8,63.3,.486,13.9,19.1,.729,10.0,31.8,41.8,20.6,7.9,3.8,14.9,20.9,95.7,25,57,.305,35.0,95.7,101.4,-5.87
2015,Utah Jazz,82,240.3,35.4,79.2,.447,7.4,21.7,.343,27.9,57.5,.486,17.0,23.5,.721,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,95.1,38,44,.463,13.0,95.1,94.9,0.71
2015,Miami Heat,82,240.6,35.2,77.2,.456,6.8,20.2,.335,28.4,57.0,.499,17.5,23.7,.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7,37,45,.451,23.0,94.7,97.3,-2.92
2015,Charlotte Hornets,82,242.7,35.5,84.5,.420,6.1,19.1,.318,29.5,65.4,.450,17.0,22.8,.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,33,49,.402,27.0,94.2,97.3,-3.44
2015,Philadelphia 76ers,82,241.5,33.7,82.6,.408,8.4,26.3,.320,25.3,56.3,.449,16.1,23.8,.676,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,92.0,18,64,.220,31.0,92.0,101.0,-9.04
2015,New York Knicks,82,242.1,35.1,82.0,.428,6.8,19.7,.347,28.3,62.3,.454,14.8,19.2,.769,10.6,29.8,40.4,21.3,7.0,4.7,14.7,21.6,91.9,17,65,.207,32.0,91.9,101.2,-9.50
2016,Golden State Warriors,82,242.4,42.5,87.3,.487,13.1,31.6,.416,29.4,55.7,.528,16.7,21.8,.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,73,9,.890,—,114.9,104.1,10.38
2016,Oklahoma City Thunder,82,241.8,41.1,86.4,.476,8.3,23.7,.349,32.9,62.6,.524,19.7,25.2,.782,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,110.2,55,27,.671,18.0,110.2,102.9,7.09
2016,Sacramento Kings,82,241.5,40.0,86.4,.464,8.0,22.4,.359,32.0,64.0,.500,18.5,25.5,.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6,33,49,.402,40.0,106.6,109.1,-2.32
2016,Houston Rockets,82,241.8,37.7,83.5,.452,10.7,30.9,.347,27.0,52.6,.514,20.4,29.4,.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,41,41,.500,32.0,106.5,106.4,0.34
2016,Boston Celtics,82,241.2,39.2,89.2,.439,8.7,26.1,.335,30.5,63.1,.483,18.5,23.5,.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,48,34,.585,9.0,105.7,102.5,2.84
2016,Portland Trail Blazers,82,241.5,38.6,85.9,.450,10.5,28.5,.370,28.1,57.4,.490,17.4,23.0,.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,44,38,.537,29.0,105.1,104.3,0.98
2016,Los Angeles Clippers,82,241.8,38.3,82.4,.465,9.7,26.7,.364,28.6,55.7,.513,18.2,26.2,.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5,53,29,.646,20.0,104.5,100.2,4.13
2016,Cleveland Cavaliers,82,242.1,38.7,84.0,.460,10.7,29.6,.362,27.9,54.4,.514,16.3,21.7,.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,57,25,.695,—,104.3,98.3,5.45
2016,Washington Wizards,82,240.9,39.5,85.8,.460,8.6,24.2,.358,30.8,61.6,.501,16.5,22.5,.730,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,41,41,.500,16.0,104.1,104.6,-0.50
2016,San Antonio Spurs,82,240.3,40.1,82.9,.484,7.0,18.5,.375,33.2,64.4,.515,16.4,20.4,.803,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,67,15,.817,6.0,103.5,92.9,10.28
2016,Charlotte Hornets,82,242.1,37.0,84.4,.439,10.6,29.4,.362,26.4,55.0,.479,18.7,23.7,.790,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,48,34,.585,9.0,103.4,100.7,2.36
2016,Atlanta Hawks,82,241.8,38.6,84.4,.458,9.9,28.4,.350,28.7,56.1,.512,15.6,20.0,.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,48,34,.585,9.0,102.8,99.2,3.49
2016,New Orleans Pelicans,82,241.2,38.5,85.9,.448,8.6,23.8,.360,29.9,62.1,.482,17.3,22.2,.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,30,52,.366,43.0,102.7,106.5,-3.56
2016,Toronto Raptors,82,241.2,36.7,81.3,.451,8.6,23.4,.370,28.0,58.0,.483,20.8,26.7,.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,56,26,.683,1.0,102.7,98.2,4.08
2016,Minnesota Timberwolves,82,242.4,37.7,81.3,.464,5.5,16.4,.338,32.2,64.9,.496,21.4,27.0,.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,102.4,29,53,.354,44.0,102.4,106.0,-3.38
2016,Dallas Mavericks,82,244.0,37.4,84.1,.444,9.8,28.6,.344,27.5,55.6,.495,17.7,22.3,.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,42,40,.512,31.0,102.3,102.6,-0.02
2016,Indiana Pacers,82,242.4,38.3,85.2,.450,8.1,23.0,.351,30.2,62.1,.486,17.4,22.8,.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,45,37,.549,12.0,102.2,100.5,1.62
2016,Orlando Magic,82,242.7,39.5,86.8,.455,7.8,22.2,.350,31.8,64.7,.492,15.2,20.1,.757,10.3,33.0,43.3,23.6,8.2,5.1,14.1,20.7,102.1,35,47,.427,22.0,102.1,103.7,-1.68
2016,Detroit Pistons,82,242.4,37.9,86.4,.439,9.0,26.2,.345,28.9,60.2,.480,17.1,25.5,.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,44,38,.537,13.0,102.0,101.4,0.43
2016,Denver Nuggets,82,241.8,37.7,85.4,.442,8.0,23.7,.338,29.7,61.7,.482,18.5,24.1,.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,101.9,33,49,.402,40.0,101.9,105.0,-2.81
2016,Chicago Bulls,82,242.7,38.6,87.4,.441,7.9,21.4,.371,30.7,66.1,.464,16.5,21.0,.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6,42,40,.512,15.0,101.6,103.1,-1.46
2016,Phoenix Suns,82,240.3,37.2,85.6,.435,9.0,25.8,.348,28.2,59.8,.472,17.5,23.2,.751,11.5,33.3,44.8,20.7,7.7,3.8,17.2,22.7,100.9,23,59,.280,50.0,100.9,107.5,-6.32
2016,Miami Heat,82,241.8,38.4,81.7,.470,6.1,18.0,.336,32.3,63.6,.508,17.1,23.0,.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100.0,48,34,.585,9.0,100.0,98.4,1.50
2016,Memphis Grizzlies,82,241.8,36.8,83.6,.440,6.1,18.5,.331,30.7,65.1,.471,19.3,24.7,.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,42,40,.512,31.0,99.1,101.3,-2.14
2016,Milwaukee Bucks,82,241.8,38.4,82.2,.467,5.4,15.6,.345,33.0,66.6,.495,17.0,22.7,.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99.0,33,49,.402,24.0,99.0,103.2,-3.98
2016,Brooklyn Nets,82,240.9,38.2,84.4,.453,6.5,18.4,.352,31.8,66.0,.481,15.7,20.7,.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6,21,61,.256,36.0,98.6,106.0,-7.12
2016,New York Knicks,82,241.5,36.9,84.0,.439,7.4,21.5,.346,29.4,62.5,.471,17.2,21.4,.805,10.4,34.0,44.4,20.5,5.7,5.7,13.4,19.7,98.4,32,50,.390,25.0,98.4,101.1,-2.74
2016,Utah Jazz,82,243.4,36.1,80.4,.449,8.5,23.9,.355,27.6,56.5,.488,17.1,23.0,.744,10.7,32.5,43.2,19.0,7.7,5.2,14.9,20.2,97.7,40,42,.488,33.0,97.7,95.9,1.84
2016,Philadelphia 76ers,82,241.5,36.2,84.0,.431,9.3,27.5,.339,26.9,56.5,.476,15.7,22.6,.694,9.5,31.8,41.2,21.5,8.3,6.0,16.4,21.7,97.4,10,72,.122,47.0,97.4,107.6,-9.92
2016,Los Angeles Lakers,82,240.6,35.1,84.8,.414,7.8,24.6,.317,27.3,60.2,.454,19.3,24.7,.781,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,97.3,17,65,.207,56.0,97.3,106.9,-8.92
2017,Golden State Warriors,82,241.2,43.1,87.1,.495,12.0,31.2,.383,31.1,55.8,.557,17.8,22.6,.788,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,115.9,67,15,.817,—,115.9,104.3,11.35
2017,Houston Rockets,82,241.2,40.3,87.2,.462,14.4,40.3,.357,25.9,46.9,.552,20.3,26.5,.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,55,27,.671,12.0,115.3,109.6,5.84
2017,Denver Nuggets,82,240.9,41.2,87.7,.469,10.6,28.8,.368,30.6,58.9,.519,18.7,24.2,.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7,40,42,.488,27.0,111.7,111.2,0.70
2017,Cleveland Cavaliers,82,242.4,39.9,84.9,.470,13.0,33.9,.384,26.9,51.0,.528,17.5,23.3,.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,110.3,51,31,.622,2.0,110.3,107.2,2.87
2017,Washington Wizards,82,242.1,41.3,87.0,.475,9.2,24.8,.372,32.1,62.3,.515,17.3,22.1,.784,10.3,32.6,42.9,23.9,8.5,4.1,14.2,21.3,109.2,49,33,.598,4.0,109.2,107.4,1.36
